product,type,logical_bytes,field_bytes,entries_per_key,keys,operation,connections,qps,p50_ms,p99_ms,p999_ms,requests,elapsed_seconds,seconds,client_cpu_cores,rx_mib_s
lavik,list,65536,1024,64,64,LSET,320,6544.98,1.247,405.503,417.791,53603,9.332636679999268,8,0.138,6.7190625
redis,list,65536,1024,64,64,LSET,320,705630.22,0.431,1.031,1.607,5649447,9.335007141999085,8,9.759,724.400263671875
valkey,list,65536,1024,64,64,LSET,320,637624.47,0.479,0.999,1.623,5105162,9.334749480000028,8,8.346,654.585595703125
lavik,list,65536,1024,64,64,LSET,1280,6861.52,88.063,991.231,1056.767,57659,10.633602912999777,8,0.323,7.04390625
redis,list,65536,1024,64,64,LSET,1280,864027.81,1.231,4.767,10.751,6925462,9.587059929999668,8,12.734,887.011123046875
valkey,list,65536,1024,64,64,LSET,1280,699732.8,1.783,4.223,12.799,5607546,9.636517292998178,8,10.025,718.345869140625
lavik,list,65536,1024,64,64,LSET,2560,7064.96,274.431,1589.247,1613.823,60500,10.983578899998975,8,0.559,7.2526953125
redis,list,65536,1024,64,64,LSET,2560,882532.45,2.591,7.391,23.679,7084471,9.93932907099952,8,13.879,906.007998046875
valkey,list,65536,1024,64,64,LSET,2560,678125.67,3.599,6.783,28.031,5446801,9.937992479000968,8,10.629,696.1640234375
lavik,list,65536,1024,64,64,LSET,5120,7411.57,643.071,2392.063,2523.135,65127,12.687329543998203,8,0.945,7.608251953125
redis,list,65536,1024,64,64,LSET,5120,670779.71,7.263,25.983,76.287,5408254,10.641333143001248,8,11.939,688.622431640625
valkey,list,65536,1024,64,64,LSET,5120,567354.69,8.447,32.511,71.679,4577665,11.641358821998438,8,8.605,582.44609375
lavik,list,1048576,128,8192,64,LINDEX,80,138566.03,0.127,4.159,4.511,1108710,9.380821590999403,8,1.826,23.567509765625
redis,list,1048576,128,8192,64,LINDEX,80,428609.49,0.183,0.351,0.455,3430094,9.283413889999792,8,6.207,72.898759765625
valkey,list,1048576,128,8192,64,LINDEX,80,508993.42,0.151,0.311,0.543,4072324,9.282428790000267,8,7.068,86.57060546875
lavik,list,1048576,128,8192,64,LINDEX,320,136379.65,0.127,18.815,19.455,1092289,9.331091037001897,8,1.839,23.195576171875
redis,list,1048576,128,8192,64,LINDEX,320,639308.61,0.479,1.023,1.439,5115860,9.333961953001563,8,8.833,108.73470703125
valkey,list,1048576,128,8192,64,LINDEX,320,682134.73,0.447,0.967,1.983,5463994,9.3833986239988,8,8.728,116.018583984375
lavik,list,1048576,128,8192,64,LINDEX,1280,131426.06,0.127,79.359,80.895,1056397,9.582053852001991,8,1.937,22.353076171875
redis,list,1048576,128,8192,64,LINDEX,1280,740859.06,1.663,4.255,11.199,5945391,9.585895093001454,8,10.373,126.00646484375
valkey,list,1048576,128,8192,64,LINDEX,1280,582331.9,2.143,2.847,13.759,4665366,9.58378839299985,8,8.154,99.0438671875
lavik,list,1048576,128,8192,64,LINDEX,2560,135091.43,0.135,154.623,155.647,1090222,9.982798393000849,8,2.206,22.976171875
redis,list,1048576,128,8192,64,LINDEX,2560,753040.77,3.311,6.975,25.343,6045153,9.937407486002485,8,11.242,128.07818359375
valkey,list,1048576,128,8192,64,LINDEX,2560,649527.3,4.095,7.231,32.255,5215195,9.937183079000533,8,9.551,110.4722265625
lavik,list,1048576,128,8192,64,LINDEX,5120,135428.31,0.135,309.247,313.343,1103765,10.634399433001818,8,2.588,23.03306640625
redis,list,1048576,128,8192,64,LINDEX,5120,678846.19,7.327,25.343,64.767,5473640,11.592050194001786,8,9.983,115.458486328125
valkey,list,1048576,128,8192,64,LINDEX,5120,532586.58,9.535,33.535,66.559,4293696,11.590363319999597,8,7.778,90.58240234375
lavik,list,1048576,128,8192,64,LRANGE,16,892.94,3.599,144.383,156.671,7178,9.384439148998354,8,1.131,948.794287109375
redis,list,1048576,128,8192,64,LRANGE,16,2238.32,7.103,12.863,15.615,17908,9.233030538998719,8,2.757,2378.32744140625
valkey,list,1048576,128,8192,64,LRANGE,16,1119.96,14.271,20.863,23.935,8960,9.234555236998858,8,1.95,1190.015009765625
lavik,list,1048576,128,8192,64,LRANGE,80,949.35,4.383,815.103,843.775,8038,9.284056731998135,8,1.229,1008.72912109375
redis,list,1048576,128,8192,64,LRANGE,80,2321.92,33.791,66.559,73.727,18604,9.233364249997976,8,3.576,2467.16228515625
valkey,list,1048576,128,8192,64,LRANGE,80,937.8,86.527,122.879,160.767,7569,9.284319627000514,8,2.0,996.457900390625
lavik,list,1048576,128,8192,64,LSET,80,6319.01,0.343,99.327,103.423,50902,9.280245919999288,8,0.097,1.092822265625
redis,list,1048576,128,8192,64,LSET,80,426553.78,0.183,0.359,0.455,3412899,9.283424123997975,8,6.176,73.769716796875
valkey,list,1048576,128,8192,64,LSET,80,483038.65,0.159,0.327,0.543,3865085,9.282516523002414,8,6.964,83.538388671875
lavik,list,1048576,128,8192,64,LSET,320,6382.82,0.447,405.503,481.279,52302,9.330818117003219,8,0.134,1.103818359375
redis,list,1048576,128,8192,64,LSET,320,626764.25,0.495,1.047,1.407,5017308,9.333989743001439,8,8.745,108.394228515625
valkey,list,1048576,128,8192,64,LSET,320,582006.77,0.551,0.991,2.175,4660077,9.33276819800085,8,7.978,100.653828125
lavik,list,1048576,128,8192,64,LSET,1280,6904.76,103.423,1032.191,1056.767,57716,10.782988882001519,8,0.313,1.193955078125
redis,list,1048576,128,8192,64,LSET,1280,716274.32,1.759,4.127,11.327,5748726,9.584693009997864,8,10.141,123.87443359375
valkey,list,1048576,128,8192,64,LSET,1280,561605.31,1.695,5.439,15.359,4500883,9.633911182001611,8,7.885,97.125439453125
lavik,list,1048576,128,8192,64,LSET,2560,7082.27,266.239,1392.639,1425.407,60178,10.983560438002314,8,0.563,1.224462890625
redis,list,1048576,128,8192,64,LSET,2560,706528.63,3.599,6.879,27.263,5673403,9.936906529997941,8,10.697,122.188662109375
valkey,list,1048576,128,8192,64,LSET,2560,569192.83,4.383,6.559,33.023,4576735,9.885553472002357,8,8.418,98.437373046875
lavik,list,1048576,128,8192,64,LSET,5120,7387.2,614.399,2260.991,2326.527,64961,12.637053620997904,8,0.907,1.276767578125
redis,list,1048576,128,8192,64,LSET,5120,603848.79,8.255,29.951,77.311,4864758,10.588789484001609,8,10.226,104.4302734375
valkey,list,1048576,128,8192,64,LSET,5120,472769.39,10.559,38.143,83.455,3815934,10.588320063001447,8,7.936,81.76111328125
lavik,list,1048576,1024,1024,64,LINDEX,80,483985.77,0.159,0.311,0.399,3872147,8.280982491000032,8,7.062,495.994697265625
redis,list,1048576,1024,1024,64,LINDEX,80,424741.68,0.183,0.351,0.455,3398630,9.28377011900011,8,6.194,435.28064453125
valkey,list,1048576,1024,1024,64,LINDEX,80,518893.25,0.151,0.279,0.415,4152038,9.283187408997037,8,7.332,531.768330078125
lavik,list,1048576,1024,1024,64,LINDEX,320,677412.71,0.447,1.007,1.463,5423671,9.334202532001655,8,8.923,694.2209375
redis,list,1048576,1024,1024,64,LINDEX,320,663794.82,0.463,0.999,1.463,5314733,9.334693076001713,8,9.089,680.265107421875
valkey,list,1048576,1024,1024,64,LINDEX,320,619586.45,0.519,0.927,1.807,4960582,9.483640302001731,8,8.283,634.959833984375
lavik,list,1048576,1024,1024,64,LINDEX,1280,510942.1,0.319,19.711,29.055,4097516,9.635297009001079,8,7.671,523.6194921875
redis,list,1048576,1024,1024,64,LINDEX,1280,795570.82,1.431,4.447,11.647,6375664,9.58693870800198,8,11.297,815.31056640625
valkey,list,1048576,1024,1024,64,LINDEX,1280,669135.12,1.991,3.903,13.503,5362661,9.636136080000142,8,9.319,685.737822265625
lavik,list,1048576,1024,1024,64,LINDEX,2560,459594.57,0.295,45.311,58.367,3693586,9.985865122998803,8,7.349,470.997880859375
redis,list,1048576,1024,1024,64,LINDEX,2560,766257.63,3.183,7.071,27.903,6153238,9.938223441000446,8,11.537,785.270048828125
valkey,list,1048576,1024,1024,64,LINDEX,2560,603799.33,3.647,9.087,32.511,4846783,10.989175617,8,7.922,618.780751953125
lavik,list,1048576,1024,1024,64,LINDEX,5120,425008.03,0.375,94.719,133.119,3428850,10.63732905500001,8,7.514,435.552626953125
redis,list,1048576,1024,1024,64,LINDEX,5120,644912.23,7.615,27.519,74.751,5201566,10.640375976996438,8,10.786,660.913232421875
valkey,list,1048576,1024,1024,64,LINDEX,5120,498708.08,10.495,36.607,83.455,4019259,11.591737638998893,8,7.462,511.08134765625
lavik,list,1048576,1024,1024,64,LRANGE,16,1128.04,11.775,58.367,76.799,9030,9.284215270999994,8,0.959,1138.017138671875
redis,list,1048576,1024,1024,64,LRANGE,16,2851.82,6.399,10.815,12.223,22824,9.23367751400292,8,3.244,2877.03333984375
valkey,list,1048576,1024,1024,64,LRANGE,16,1315.48,12.351,17.535,23.295,10534,9.284350601999904,8,1.442,1327.109873046875
lavik,list,1048576,1024,1024,64,LRANGE,80,1380.01,24.447,282.623,317.439,11148,9.283258535997447,8,1.248,1392.211572265625
redis,list,1048576,1024,1024,64,LRANGE,80,2848.85,23.935,69.119,234.495,22833,9.287659426001483,8,4.661,2874.03916015625
valkey,list,1048576,1024,1024,64,LRANGE,80,1072.61,75.775,141.311,204.799,8654,9.284389498003293,8,1.707,1082.093359375
lavik,list,1048576,1024,1024,64,LSET,80,6574.56,0.247,98.303,102.911,52725,9.280731833001482,8,0.101,6.756435546875
redis,list,1048576,1024,1024,64,LSET,80,430356.82,0.183,0.351,0.447,3443204,9.284357194999757,8,6.411,442.266298828125
valkey,list,1048576,1024,1024,64,LSET,80,466390.95,0.159,0.343,0.599,3731358,9.283268718001636,8,6.834,479.2976171875
lavik,list,1048576,1024,1024,64,LSET,320,6589.19,1.031,403.455,409.599,54001,9.380590224998741,8,0.139,6.771494140625
redis,list,1048576,1024,1024,64,LSET,320,652320.44,0.471,1.015,1.463,5222574,9.33473465499992,8,9.253,670.372255859375
valkey,list,1048576,1024,1024,64,LSET,320,592434.7,0.535,0.927,1.399,4743159,9.33468706200074,8,8.13,608.829345703125
lavik,list,1048576,1024,1024,64,LSET,1280,6760.99,99.327,1007.615,1056.767,57155,10.632983138999407,8,0.315,6.94787109375
redis,list,1048576,1024,1024,64,LSET,1280,763757.02,1.511,4.511,11.455,6121705,9.587693505000061,8,11.325,784.892431640625
valkey,list,1048576,1024,1024,64,LSET,1280,618867.41,2.015,3.151,11.903,4959315,9.585395188001712,8,8.996,635.993408203125
lavik,list,1048576,1024,1024,64,LSET,2560,6892.16,309.247,1556.479,1572.863,58634,10.983444430999953,8,0.546,7.082509765625
redis,list,1048576,1024,1024,64,LSET,2560,704083.52,3.535,7.327,28.543,5652957,9.93777620399851,8,11.191,723.5676171875
valkey,list,1048576,1024,1024,64,LSET,2560,644502.99,3.391,9.919,29.695,5174951,10.93946891199812,8,8.825,662.33826171875
lavik,list,1048576,1024,1024,64,LSET,5120,7357.32,634.879,2375.679,2473.983,64829,12.636893384998984,8,0.915,7.560146484375
redis,list,1048576,1024,1024,64,LSET,5120,584317.76,8.383,31.743,81.407,4711828,10.640583770000376,8,10.377,600.487060546875
valkey,list,1048576,1024,1024,64,LSET,5120,484386.81,10.879,42.495,85.503,3903528,11.641557992999878,8,7.557,497.7905859375
lavik,set,65536,128,512,64,SADD_SREM,80,12909.67,0.167,52.991,74.751,103571,9.280424407999817,8,0.176,2.101796875
redis,set,65536,128,512,64,SADD_SREM,80,458021.37,0.167,0.335,0.423,3664301,9.284098122996511,8,6.453,74.570556640625
valkey,set,65536,128,512,64,SADD_SREM,80,571475.16,0.135,0.271,0.399,4572223,9.28289506800138,8,7.756,93.04201171875
lavik,set,65536,128,512,64,SADD_SREM,320,12989.85,0.175,206.847,217.087,105175,9.330123734001972,8,0.203,2.11486328125
redis,set,65536,128,512,64,SADD_SREM,320,765363.34,0.391,0.967,1.495,6124103,9.284595817000081,8,10.074,124.60880859375
valkey,set,65536,128,512,64,SADD_SREM,320,758821.75,0.383,1.183,2.735,6071669,9.333833472999686,8,9.705,123.54373046875
lavik,set,65536,128,512,64,SADD_SREM,1280,13475.97,2.479,774.143,786.431,113150,9.480644521998329,8,0.321,2.1940625
redis,set,65536,128,512,64,SADD_SREM,1280,973591.0,1.127,4.575,7.711,7801631,9.436994652998692,8,13.47,158.510361328125
valkey,set,65536,128,512,64,SADD_SREM,1280,847810.03,1.319,4.319,9.215,6788955,9.484785930999351,8,11.494,138.03208984375
lavik,set,65536,128,512,64,SADD_SREM,2560,14397.71,72.703,892.927,983.039,119682,9.630609970001387,8,0.478,2.344111328125
redis,set,65536,128,512,64,SADD_SREM,2560,1049682.21,2.367,6.015,16.383,8413501,9.637962810000317,8,15.256,170.89892578125
valkey,set,65536,128,512,64,SADD_SREM,2560,993807.59,2.271,6.719,17.151,7964376,9.688025694998942,8,14.051,161.80189453125
lavik,set,65536,128,512,64,SADD_SREM,5120,15263.13,211.967,1433.599,1507.327,129609,11.183992254998884,8,0.724,2.485009765625
redis,set,65536,128,512,64,SADD_SREM,5120,858325.99,5.279,16.383,37.375,6893737,9.991220578001958,8,13.459,139.743916015625
valkey,set,65536,128,512,64,SADD_SREM,5120,692986.73,6.975,21.119,48.895,5574923,10.038647363999189,8,10.859,112.825087890625
lavik,set,65536,128,512,64,SISMEMBER,80,385555.49,0.191,0.471,0.607,3084922,9.282459403999383,8,5.65,64.61083984375
redis,set,65536,128,512,64,SISMEMBER,80,466934.1,0.167,0.327,0.423,3736240,9.284187437002402,8,6.593,78.24818359375
valkey,set,65536,128,512,64,SISMEMBER,80,549996.61,0.135,0.335,0.543,4400612,9.283807979998528,8,7.494,92.167587890625
lavik,set,65536,128,512,64,SISMEMBER,320,424811.0,0.327,4.703,5.407,3403056,9.332946288999665,8,6.163,71.1890625
redis,set,65536,128,512,64,SISMEMBER,320,780731.01,0.375,0.975,1.639,6248743,9.334749969999393,8,10.378,130.83357421875
valkey,set,65536,128,512,64,SISMEMBER,320,782546.36,0.367,1.087,2.367,6263296,9.383802383999864,8,10.118,131.137763671875
lavik,set,65536,128,512,64,SISMEMBER,1280,341268.77,0.231,29.695,34.559,2737011,9.634358215000248,8,5.154,57.189208984375
redis,set,65536,128,512,64,SISMEMBER,1280,980349.92,1.127,4.543,10.495,7855240,9.586718644000939,8,13.72,164.28537109375
valkey,set,65536,128,512,64,SISMEMBER,1280,867881.25,1.207,4.543,11.903,6954066,9.636241965999943,8,11.859,145.438212890625
lavik,set,65536,128,512,64,SISMEMBER,2560,306568.06,0.223,68.607,74.239,2464122,9.934976390999509,8,4.881,51.374130859375
redis,set,65536,128,512,64,SISMEMBER,2560,1048662.89,2.383,5.727,21.759,8418996,9.939245748999383,8,15.572,175.73333984375
valkey,set,65536,128,512,64,SISMEMBER,2560,889647.32,2.463,6.879,24.703,7144061,9.939095194997208,8,13.1,149.085751953125
lavik,set,65536,128,512,64,SISMEMBER,5120,304934.63,0.263,135.167,150.527,2459177,10.63703321900175,8,5.345,51.10041015625
redis,set,65536,128,512,64,SISMEMBER,5120,852539.73,5.247,17.535,64.767,6869633,10.641885361997993,8,13.863,142.86712890625
valkey,set,65536,128,512,64,SISMEMBER,5120,734116.32,6.431,24.575,61.695,5919116,10.589546376999351,8,11.959,123.021904296875
lavik,set,65536,128,512,64,SMEMBERS,16,29679.68,0.503,1.095,1.415,237446,8.278857818997494,8,2.753,1972.068642578125
redis,set,65536,128,512,64,SMEMBERS,16,36305.4,0.439,0.799,0.927,290449,9.233253799000522,8,3.341,2412.315234375
valkey,set,65536,128,512,64,SMEMBERS,16,19822.63,0.791,1.303,1.671,158583,9.280567214998882,8,1.787,1317.116083984375
lavik,set,65536,128,512,64,SMEMBERS,80,43344.78,1.359,6.879,9.343,346815,9.282448490001116,8,4.496,2880.047294921875
redis,set,65536,128,512,64,SMEMBERS,80,39903.62,1.999,2.415,3.951,319262,9.282917266002187,8,3.999,2651.399677734375
valkey,set,65536,128,512,64,SMEMBERS,80,22578.6,3.519,4.799,5.759,180670,9.280179656001565,8,2.114,1500.236875
lavik,set,65536,1024,64,64,SADD_SREM,80,13400.85,0.167,52.223,59.647,107599,9.280192502999853,8,0.185,13.64546875
redis,set,65536,1024,64,64,SADD_SREM,80,436758.31,0.175,0.343,0.439,3494270,9.284267995000846,8,6.421,444.7318359375
valkey,set,65536,1024,64,64,SADD_SREM,80,533977.84,0.143,0.287,0.407,4272464,9.284499992998462,8,7.652,543.726181640625
lavik,set,65536,1024,64,64,SADD_SREM,320,13285.98,0.183,204.799,225.279,107324,9.330405117001646,8,0.206,13.528515625
redis,set,65536,1024,64,64,SADD_SREM,320,685170.93,0.447,0.983,1.415,5485547,9.284245055998326,8,9.377,697.679296875
valkey,set,65536,1024,64,64,SADD_SREM,320,646190.04,0.471,0.983,1.623,5170940,9.485472676999052,8,8.302,657.986806640625
lavik,set,65536,1024,64,64,SADD_SREM,1280,13423.31,6.911,761.855,778.239,112946,9.480751545001112,8,0.326,13.668359375
redis,set,65536,1024,64,64,SADD_SREM,1280,833299.35,1.311,4.479,8.831,6677676,9.48628242400082,8,11.878,848.5118359375
valkey,set,65536,1024,64,64,SADD_SREM,1280,686053.2,1.879,3.471,8.895,5492638,9.487075398999878,8,9.549,698.57775390625
lavik,set,65536,1024,64,64,SADD_SREM,2560,13934.77,59.391,1146.879,1204.223,118647,10.683398574998137,8,0.465,14.189140625
redis,set,65536,1024,64,64,SADD_SREM,2560,860082.19,2.623,7.135,19.199,6892303,9.639304496999102,8,12.973,875.783876953125
valkey,set,65536,1024,64,64,SADD_SREM,2560,674713.74,3.663,6.975,22.271,5406747,9.687355124002352,8,9.986,687.03130859375
lavik,set,65536,1024,64,64,SADD_SREM,5120,15298.34,220.159,1499.135,1581.055,130567,11.083989116999874,8,0.713,15.57763671875
redis,set,65536,1024,64,64,SADD_SREM,5120,694166.54,7.167,19.327,57.855,5580511,10.039876300998003,8,11.499,706.83921875
valkey,set,65536,1024,64,64,SADD_SREM,5120,536563.93,10.495,26.751,44.543,4311853,10.038162518998433,8,8.68,546.3593359375
lavik,set,65536,1024,64,64,SISMEMBER,80,414908.72,0.183,0.383,0.495,3320478,9.28333232300065,8,6.207,424.46173828125
redis,set,65536,1024,64,64,SISMEMBER,80,429735.55,0.175,0.359,0.527,3438303,9.283594468997762,8,6.285,439.62998046875
valkey,set,65536,1024,64,64,SISMEMBER,80,543216.4,0.143,0.271,0.407,4346420,9.283380341999873,8,7.584,555.723671875
lavik,set,65536,1024,64,64,SISMEMBER,320,550286.01,0.551,1.223,1.623,4406774,9.334368828000152,8,8.011,562.955888671875
redis,set,65536,1024,64,64,SISMEMBER,320,690550.92,0.447,0.983,1.423,5528858,9.334932303001551,8,9.49,706.4503515625
valkey,set,65536,1024,64,64,SISMEMBER,320,661934.7,0.455,0.991,2.255,5298590,9.335178876997816,8,8.581,677.175185546875
lavik,set,65536,1024,64,64,SISMEMBER,1280,478889.51,1.607,6.783,187.391,3838933,9.634619591000956,8,7.397,489.915556640625
redis,set,65536,1024,64,64,SISMEMBER,1280,836679.68,1.279,4.671,10.431,6705863,9.587874699998792,8,12.206,855.943466796875
valkey,set,65536,1024,64,64,SISMEMBER,1280,710917.06,1.751,4.319,13.311,5697455,9.636774167996919,8,10.073,727.28541015625
lavik,set,65536,1024,64,64,SISMEMBER,2560,443717.82,3.439,25.599,950.271,3562412,10.987352889002068,8,6.478,453.934345703125
redis,set,65536,1024,64,64,SISMEMBER,2560,809293.92,2.783,7.679,25.983,6502828,10.9415097960009,8,11.179,827.9275
valkey,set,65536,1024,64,64,SISMEMBER,2560,706704.57,3.567,7.199,28.927,5678044,9.942570399001852,8,10.801,722.976025390625
lavik,set,65536,1024,64,64,SISMEMBER,5120,418125.02,2.927,74.751,950.271,3373058,11.689256999998179,8,6.338,427.752080078125
redis,set,65536,1024,64,64,SISMEMBER,5120,690623.88,6.975,24.575,67.071,5567385,10.691833546999987,8,11.93,706.5250390625
valkey,set,65536,1024,64,64,SISMEMBER,5120,521568.73,10.047,35.327,76.287,4204244,10.638447248002194,8,8.934,533.577392578125
lavik,set,65536,1024,64,64,SMEMBERS,16,34562.68,0.351,1.735,2.063,276511,8.27992086499944,8,2.37,2180.462431640625
redis,set,65536,1024,64,64,SMEMBERS,16,60620.59,0.255,0.431,0.527,484984,9.234703842001181,8,4.578,3824.383037109375
valkey,set,65536,1024,64,64,SMEMBERS,16,45610.13,0.295,2.367,2.959,364890,8.278347740000754,8,3.391,2877.415009765625
lavik,set,65536,1024,64,64,SMEMBERS,80,45652.81,0.879,8.959,11.263,365266,9.28305907200047,8,3.738,2880.107822265625
redis,set,65536,1024,64,64,SMEMBERS,80,79764.2,0.999,1.447,2.127,638173,9.285091985999316,8,6.648,5032.0994140625
valkey,set,65536,1024,64,64,SMEMBERS,80,45519.04,1.303,5.759,6.239,364268,9.281243532001099,8,3.525,2871.668642578125
lavik,set,1048576,128,8192,64,SADD_SREM,80,13286.91,0.183,52.479,59.647,106414,9.280187135998858,8,0.179,2.16322265625
redis,set,1048576,128,8192,64,SADD_SREM,80,449673.19,0.175,0.343,0.439,3598007,9.2839876500002,8,6.382,73.21140625
valkey,set,1048576,128,8192,64,SADD_SREM,80,560381.75,0.135,0.295,0.439,4483824,9.283266047001234,8,7.671,91.2358984375
lavik,set,1048576,128,8192,64,SADD_SREM,320,12920.41,0.191,206.847,222.207,104315,9.330575503001455,8,0.199,2.1035546875
redis,set,1048576,128,8192,64,SADD_SREM,320,763073.79,0.391,0.975,1.535,6106920,9.28430210499937,8,10.037,124.236015625
valkey,set,1048576,128,8192,64,SADD_SREM,320,757973.04,0.383,1.095,2.703,6065442,9.333572482002637,8,9.642,123.405498046875
lavik,set,1048576,128,8192,64,SADD_SREM,1280,13455.59,4.735,782.335,806.911,112718,9.480753128002107,8,0.316,2.1907421875
redis,set,1048576,128,8192,64,SADD_SREM,1280,971967.91,1.119,4.511,7.743,7784213,9.436239151000336,8,13.398,158.246083984375
valkey,set,1048576,128,8192,64,SADD_SREM,1280,836407.93,1.335,4.351,9.343,6696716,9.485132844998589,8,11.229,136.175673828125
lavik,set,1048576,128,8192,64,SADD_SREM,2560,14446.13,79.359,1040.383,1097.727,120349,10.683108819001063,8,0.466,2.3519921875
redis,set,1048576,128,8192,64,SADD_SREM,2560,1012492.64,2.367,6.271,16.255,8114518,9.638166507000278,8,14.647,164.844033203125
valkey,set,1048576,128,8192,64,SADD_SREM,2560,851877.43,2.783,6.367,18.687,6835496,9.63603029099977,8,12.194,138.694287109375
lavik,set,1048576,128,8192,64,SADD_SREM,5120,15367.68,206.847,1515.519,1556.479,130263,11.033704309000314,8,0.705,2.502041015625
redis,set,1048576,128,8192,64,SADD_SREM,5120,849687.05,5.311,16.767,38.911,6825825,9.990690038001048,8,13.306,138.337412109375
valkey,set,1048576,128,8192,64,SADD_SREM,5120,885464.06,5.023,15.935,40.703,7119773,10.040918463000708,8,13.753,144.16236328125
lavik,set,1048576,128,8192,64,SISMEMBER,80,325057.35,0.239,0.471,0.575,2600817,9.532038813998952,8,4.735,54.472568359375
redis,set,1048576,128,8192,64,SISMEMBER,80,459846.12,0.167,0.327,0.423,3679078,9.283903099996678,8,6.544,77.06044921875
valkey,set,1048576,128,8192,64,SISMEMBER,80,555383.65,0.135,0.319,0.559,4444331,9.282927855001617,8,7.601,93.07041015625
lavik,set,1048576,128,8192,64,SISMEMBER,320,408023.94,0.575,3.039,3.855,3268579,9.333136000001105,8,5.979,68.37587890625
redis,set,1048576,128,8192,64,SISMEMBER,320,767970.27,0.383,0.999,1.631,6147334,9.334553242002585,8,10.23,128.695185546875
valkey,set,1048576,128,8192,64,SISMEMBER,320,854305.67,0.303,1.551,3.231,6838775,9.384249318001821,8,11.311,143.1631640625
lavik,set,1048576,128,8192,64,SISMEMBER,1280,318144.18,0.319,30.847,34.303,2551467,9.63452844999847,8,4.88,53.314091796875
redis,set,1048576,128,8192,64,SISMEMBER,1280,970306.76,1.127,4.575,10.815,7773893,9.587312103998556,8,13.599,162.602431640625
valkey,set,1048576,128,8192,64,SISMEMBER,1280,908382.51,1.159,4.479,10.239,7275548,10.788152573000843,8,11.066,152.225400390625
lavik,set,1048576,128,8192,64,SISMEMBER,2560,278403.54,0.287,74.751,79.359,2242952,10.936816465000447,8,4.024,46.654384765625
redis,set,1048576,128,8192,64,SISMEMBER,2560,1038463.18,2.367,5.983,22.271,8337960,9.88821176700003,8,15.367,174.0240625
valkey,set,1048576,128,8192,64,SISMEMBER,2560,874415.62,2.511,6.687,25.087,7021414,9.937461579000228,8,12.778,146.533232421875
lavik,set,1048576,128,8192,64,SISMEMBER,5120,280272.93,0.327,147.455,157.695,2266642,11.638587494999229,8,4.582,46.96765625
redis,set,1048576,128,8192,64,SISMEMBER,5120,849165.27,5.247,17.023,60.927,6849863,10.591873295998084,8,13.862,142.301591796875
valkey,set,1048576,128,8192,64,SISMEMBER,5120,716546.64,6.719,25.983,72.191,5774021,11.642082926999137,8,10.337,120.077705078125
lavik,set,1048576,128,8192,64,SMEMBERS,16,982.97,20.223,30.335,34.559,7866,9.533020589002263,8,1.262,1044.4471875
redis,set,1048576,128,8192,64,SMEMBERS,16,966.64,16.511,30.207,33.791,7738,9.282854559998668,8,1.174,1027.09646484375
valkey,set,1048576,128,8192,64,SMEMBERS,16,522.17,29.055,38.911,56.575,4187,9.233436996997625,8,0.946,554.825810546875
lavik,set,1048576,128,8192,64,SMEMBERS,80,1543.89,25.599,339.967,362.495,12452,9.284161105999374,8,2.014,1640.439755859375
redis,set,1048576,128,8192,64,SMEMBERS,80,999.46,79.359,153.599,224.255,8059,9.282967964998534,8,1.502,1061.9693359375
valkey,set,1048576,128,8192,64,SMEMBERS,80,464.31,172.031,307.199,339.967,3731,9.282895101001486,8,1.017,493.343896484375
lavik,set,1048576,1024,1024,64,SADD_SREM,80,13136.82,0.175,52.991,60.159,105223,9.280270171999291,8,0.178,13.376611328125
redis,set,1048576,1024,1024,64,SADD_SREM,80,436455.64,0.175,0.351,0.463,3491780,9.284188587000244,8,6.403,444.42359375
valkey,set,1048576,1024,1024,64,SADD_SREM,80,537995.37,0.143,0.279,0.407,4304282,9.284219133998704,8,7.527,547.81705078125
lavik,set,1048576,1024,1024,64,SADD_SREM,320,13555.13,0.199,201.727,211.967,109709,9.330179761000181,8,0.208,13.802568359375
redis,set,1048576,1024,1024,64,SADD_SREM,320,687900.47,0.447,0.975,1.375,5504702,9.28428253400125,8,9.458,700.45869140625
valkey,set,1048576,1024,1024,64,SADD_SREM,320,651255.14,0.471,0.935,1.383,5212738,9.33502404599858,8,8.429,663.1443359375
lavik,set,1048576,1024,1024,64,SADD_SREM,1280,13518.95,3.503,786.431,806.911,113736,9.48039239100035,8,0.319,13.7657421875
redis,set,1048576,1024,1024,64,SADD_SREM,1280,811488.68,1.375,4.479,8.895,6496737,9.435736634000932,8,11.583,826.303046875
valkey,set,1048576,1024,1024,64,SADD_SREM,1280,705983.67,1.799,3.871,9.599,5653561,9.436753748999763,8,9.824,718.87205078125
lavik,set,1048576,1024,1024,64,SADD_SREM,2560,14091.01,61.951,1064.959,1089.535,118430,10.683294484002545,8,0.467,14.348232421875
redis,set,1048576,1024,1024,64,SADD_SREM,2560,824721.67,2.735,7.423,17.535,6612032,9.638471606998792,8,12.457,839.777890625
valkey,set,1048576,1024,1024,64,SADD_SREM,2560,671549.27,3.679,6.719,19.967,5389749,9.686834667998482,8,9.996,683.809091796875
lavik,set,1048576,1024,1024,64,SADD_SREM,5120,15143.69,205.823,1622.015,1671.167,129556,11.083977796999534,8,0.689,15.420166015625
redis,set,1048576,1024,1024,64,SADD_SREM,5120,695151.81,7.167,18.815,52.223,5590878,11.042162372999883,8,10.337,707.84251953125
